,in,out,init_soc
2552,15.0,10.0,0.7
2553,19.0,11.0,0.5
2554,18.0,7.0,0.8
2555,17.0,8.0,0.8
2556,0.0,10.0,0.1
2557,18.0,7.0,0.1
2558,17.0,15.0,0.9
2559,19.0,9.0,0.1
2560,18.0,12.0,1.0
2561,14.0,8.0,0.1
2562,20.0,11.0,0.3
2563,1.0,7.0,0.4
2564,20.0,11.0,0.2
2565,19.0,6.0,0.5
2566,20.0,10.0,0.7
2567,10.0,9.0,0.9
2568,20.0,10.0,0.7
2569,10.0,9.0,0.4
2570,20.0,14.0,0.7
2571,18.0,8.0,0.7
2572,18.0,8.0,0.9
2573,19.0,11.0,0.5
2574,18.0,8.0,0.7
2575,19.0,7.0,0.5
2576,20.0,14.0,1.0
2577,20.0,8.0,0.5
2578,18.0,11.0,0.2
2579,19.0,12.0,0.4
2580,20.0,6.0,0.5
2581,20.0,8.0,0.7
2582,20.0,8.0,0.7
2583,14.0,12.0,0.5
2584,16.0,11.0,0.3
2585,19.0,12.0,1.0
2586,20.0,10.0,0.8
2587,15.0,10.0,0.5
2588,15.0,9.0,0.4
2589,13.0,11.0,0.3
2590,15.0,11.0,0.3
2591,20.0,10.0,0.2
2592,15.0,12.0,0.5
2593,17.0,13.0,0.7
2594,16.0,11.0,0.7
2595,20.0,9.0,0.3
2596,16.0,9.0,0.5
2597,11.0,6.0,1.0
2598,19.0,11.0,0.4
2599,19.0,11.0,0.6
2600,3.0,11.0,0.9
2601,16.0,11.0,0.8
2602,19.0,9.0,0.4
2603,18.0,7.0,0.7
2604,14.0,13.0,0.7
2605,19.0,11.0,0.5
2606,18.0,14.0,0.7
2607,17.0,13.0,0.3
2608,15.0,8.0,0.9
2609,16.0,8.0,0.3
2610,18.0,6.0,0.7
2611,16.0,10.0,0.9
2612,18.0,6.0,0.8
2613,8.0,8.0,0.6
2614,21.0,9.0,0.4
2615,17.0,10.0,0.2
2616,18.0,7.0,0.2
2617,18.0,11.0,0.9
2618,13.0,10.0,0.8
2619,16.0,5.0,0.8
2620,19.0,10.0,0.6
2621,12.0,12.0,0.3
2622,15.0,8.0,0.4
2623,15.0,12.0,0.3
2624,19.0,9.0,0.7
2625,18.0,12.0,0.8
2626,12.0,11.0,0.8
2627,14.0,7.0,0.2
2628,20.0,11.0,0.5
2629,20.0,11.0,0.3
2630,0.0,13.0,0.3
2631,19.0,9.0,0.2
2632,12.0,10.0,0.7
2633,18.0,8.0,0.5
2634,19.0,8.0,0.7
2635,20.0,11.0,0.4
2636,20.0,11.0,0.1
2637,13.0,5.0,0.5
2638,16.0,10.0,0.7
2639,17.0,9.0,0.1
2640,20.0,11.0,0.8
2641,20.0,9.0,0.6
2642,18.0,9.0,0.5
2643,11.0,10.0,0.3
2644,17.0,12.0,0.5
2645,16.0,11.0,1.0
2646,0.0,7.0,0.3
2647,16.0,9.0,0.2
2648,16.0,7.0,0.5
2649,19.0,14.0,0.6
2650,18.0,10.0,0.3
2651,17.0,13.0,0.6
2652,11.0,10.0,0.3
2653,16.0,10.0,0.6
2654,15.0,9.0,0.3
2655,21.0,9.0,0.2
2656,20.0,10.0,0.3
2657,16.0,13.0,0.7
2658,22.0,13.0,0.1
2659,13.0,10.0,0.3
2660,15.0,9.0,0.4
2661,18.0,11.0,0.6
2662,16.0,11.0,0.5
2663,18.0,9.0,0.8
2664,16.0,8.0,0.6
2665,17.0,12.0,1.0
2666,9.0,10.0,0.3
2667,18.0,6.0,0.4
2668,12.0,7.0,0.4
2669,15.0,14.0,0.4
2670,15.0,7.0,0.7
2671,15.0,9.0,0.3
2672,0.0,10.0,0.4
2673,13.0,5.0,1.0
2674,17.0,12.0,0.4
2675,16.0,14.0,1.0
2676,16.0,10.0,0.8
2677,11.0,8.0,0.5
2678,19.0,9.0,0.7
2679,21.0,9.0,0.5
2680,20.0,6.0,0.9
2681,20.0,14.0,0.5
2682,18.0,12.0,0.4
2683,20.0,8.0,0.4
2684,22.0,11.0,0.2
2685,22.0,10.0,0.4
2686,19.0,8.0,0.9
2687,19.0,11.0,0.6
2688,23.0,6.0,0.8
2689,20.0,9.0,0.4
2690,16.0,10.0,0.6
2691,17.0,11.0,0.9
2692,19.0,8.0,0.6
2693,22.0,9.0,0.3
2694,18.0,9.0,0.9
2695,21.0,11.0,0.3
2696,19.0,12.0,0.3
2697,17.0,8.0,0.6
2698,15.0,10.0,0.9
2699,20.0,12.0,0.7
2700,23.0,11.0,0.9
2701,19.0,10.0,0.8
2702,14.0,13.0,0.7
2703,0.0,9.0,0.3
2704,12.0,7.0,0.7
2705,12.0,14.0,0.4
2706,18.0,13.0,0.5
2707,19.0,8.0,0.2
2708,0.0,10.0,0.2
2709,13.0,13.0,0.3
2710,18.0,8.0,0.7
2711,20.0,9.0,0.3
2712,18.0,8.0,0.8
2713,17.0,11.0,0.4
2714,12.0,7.0,0.2
2715,16.0,7.0,0.8
2716,13.0,8.0,0.7
2717,17.0,11.0,0.7
2718,14.0,12.0,0.2
2719,14.0,11.0,0.7
2720,0.0,12.0,0.3
2721,10.0,9.0,0.8
2722,21.0,7.0,0.8
2723,12.0,13.0,0.9
2724,10.0,4.0,0.5
2725,20.0,11.0,0.6
2726,17.0,11.0,0.6
2727,15.0,10.0,0.3
2728,19.0,11.0,0.9
2729,19.0,8.0,0.2
2730,16.0,11.0,1.0
2731,13.0,12.0,0.3
2732,14.0,9.0,0.7
2733,16.0,9.0,0.3
2734,12.0,13.0,0.5
2735,14.0,16.0,0.8
2736,17.0,10.0,0.5
2737,21.0,6.0,0.5
2738,18.0,12.0,0.7
2739,18.0,17.0,0.5
2740,18.0,9.0,0.7
2741,13.0,10.0,0.6
2742,17.0,11.0,1.0
2743,16.0,14.0,0.2
2744,19.0,7.0,0.6
2745,20.0,13.0,0.5
2746,14.0,8.0,0.2
2747,22.0,10.0,0.5
2748,13.0,11.0,0.9
2749,8.0,12.0,0.3
2750,18.0,12.0,0.6
2751,17.0,8.0,0.4
2752,18.0,7.0,0.8
2753,17.0,10.0,0.2
2754,20.0,5.0,1.0
2755,17.0,16.0,0.2
2756,17.0,8.0,0.4
2757,17.0,10.0,0.2
2758,20.0,12.0,0.5
2759,16.0,9.0,0.3
2760,14.0,11.0,0.7
2761,14.0,10.0,0.4
2762,16.0,10.0,0.2
2763,22.0,10.0,0.5
2764,16.0,11.0,0.2
2765,16.0,16.0,0.2
2766,9.0,8.0,0.7
2767,18.0,7.0,0.1
2768,12.0,7.0,0.6
2769,11.0,12.0,0.8
2770,17.0,9.0,1.0
2771,12.0,5.0,0.2
2772,19.0,11.0,0.4
2773,18.0,9.0,0.5
2774,19.0,9.0,0.7
2775,17.0,9.0,0.4
2776,18.0,6.0,0.8
2777,17.0,10.0,0.2
2778,17.0,9.0,0.1
2779,16.0,10.0,0.3
2780,12.0,8.0,0.4
2781,12.0,11.0,0.5
2782,17.0,6.0,0.7
2783,18.0,8.0,0.4
2784,19.0,12.0,0.4
2785,16.0,6.0,0.7
2786,18.0,13.0,0.5
2787,15.0,9.0,0.9
2788,20.0,10.0,0.5
2789,18.0,8.0,0.3
2790,20.0,6.0,0.9
2791,18.0,9.0,0.5
2792,16.0,13.0,0.8
2793,14.0,8.0,0.8
2794,22.0,10.0,0.6
2795,15.0,10.0,0.4
2796,21.0,11.0,0.3
2797,15.0,11.0,0.7
2798,13.0,8.0,0.7
2799,18.0,9.0,0.8
2800,18.0,12.0,0.6
2801,17.0,14.0,0.3
2802,19.0,11.0,0.6
2803,12.0,9.0,0.8
2804,14.0,9.0,0.5
2805,18.0,8.0,0.3
2806,22.0,9.0,0.2
2807,18.0,12.0,0.6
2808,16.0,6.0,0.8
2809,13.0,11.0,0.7
2810,17.0,11.0,0.6
2811,13.0,14.0,0.8
2812,18.0,10.0,0.7
2813,21.0,12.0,0.2
2814,22.0,6.0,0.5
2815,19.0,13.0,0.5
2816,18.0,8.0,1.0
2817,14.0,10.0,0.4
2818,21.0,9.0,0.3
2819,18.0,7.0,0.8
2820,19.0,9.0,0.7
2821,15.0,9.0,0.9
2822,16.0,11.0,0.8
2823,21.0,9.0,0.1
2824,13.0,10.0,0.3
2825,15.0,11.0,0.5
2826,15.0,8.0,0.4
2827,23.0,8.0,0.3
2828,19.0,9.0,0.5
2829,14.0,13.0,0.4
2830,15.0,11.0,0.3
2831,16.0,9.0,0.4
2832,15.0,11.0,1.0
2833,18.0,6.0,0.2
2834,13.0,7.0,0.1
2835,11.0,11.0,0.9
2836,20.0,15.0,0.8
2837,22.0,2.0,1.0
2838,23.0,12.0,0.4
2839,17.0,7.0,0.4
2840,17.0,11.0,0.8
2841,18.0,10.0,0.5
2842,20.0,9.0,0.2
2843,19.0,12.0,0.2
2844,17.0,15.0,0.5
2845,15.0,8.0,0.4
2846,19.0,9.0,0.5
2847,21.0,10.0,0.4
2848,17.0,10.0,0.5
2849,13.0,8.0,0.5
2850,16.0,12.0,0.2
2851,17.0,9.0,0.7
2852,15.0,12.0,0.3
2853,15.0,10.0,0.3
2854,14.0,10.0,0.9
2855,17.0,10.0,0.7
2856,0.0,10.0,0.2
2857,18.0,6.0,0.4
2858,15.0,11.0,0.3
2859,20.0,8.0,0.6
2860,18.0,9.0,0.1
2861,18.0,10.0,0.3
2862,15.0,7.0,0.3
2863,21.0,13.0,0.6
2864,16.0,8.0,1.0
2865,14.0,11.0,0.4
2866,19.0,11.0,0.2
2867,15.0,9.0,0.7
2868,20.0,9.0,0.2
2869,17.0,12.0,0.6
2870,15.0,11.0,0.3
2871,16.0,9.0,0.4
2872,14.0,8.0,0.4
2873,14.0,11.0,0.6
2874,19.0,8.0,0.5
2875,19.0,11.0,0.7
2876,23.0,15.0,0.2
2877,18.0,11.0,0.4
2878,15.0,11.0,0.9
2879,19.0,6.0,0.5
2880,20.0,8.0,0.2
2881,19.0,10.0,0.3
2882,21.0,7.0,0.9
2883,20.0,7.0,0.2
2884,22.0,8.0,0.1
2885,16.0,12.0,0.9
2886,15.0,9.0,0.3
2887,17.0,12.0,0.3
2888,15.0,12.0,0.7
2889,17.0,9.0,0.4
2890,18.0,9.0,0.4
2891,15.0,12.0,0.6
2892,18.0,11.0,0.9
2893,13.0,12.0,0.2
2894,19.0,10.0,0.6
2895,15.0,11.0,0.2
2896,15.0,11.0,0.6
2897,19.0,6.0,0.8
2898,17.0,10.0,0.1
2899,19.0,10.0,0.6
2900,11.0,12.0,1.0
2901,2.0,8.0,0.8
2902,17.0,8.0,0.8
2903,17.0,8.0,0.6
2904,20.0,9.0,0.5
2905,16.0,10.0,0.4
2906,15.0,11.0,0.4
2907,20.0,11.0,0.7
2908,13.0,8.0,0.9
2909,15.0,9.0,0.8
2910,13.0,12.0,0.3
2911,5.0,10.0,0.4
2912,23.0,5.0,0.5
2913,17.0,11.0,0.1
2914,19.0,10.0,0.3
2915,16.0,9.0,0.6
2916,18.0,13.0,0.2
2917,21.0,11.0,0.5
2918,16.0,5.0,0.9
2919,18.0,15.0,0.2
2920,15.0,7.0,0.5
2921,18.0,9.0,0.9
2922,20.0,11.0,0.2
2923,18.0,10.0,0.2
2924,13.0,11.0,0.6
2925,17.0,10.0,0.3
2926,14.0,14.0,0.5
2927,20.0,5.0,0.7
2928,11.0,10.0,0.9
2929,21.0,10.0,0.1
2930,19.0,8.0,0.4
2931,15.0,11.0,0.5
2932,17.0,11.0,0.5
2933,21.0,8.0,0.4
2934,19.0,12.0,0.8
2935,14.0,15.0,0.1
2936,14.0,12.0,0.7
2937,15.0,11.0,0.6
2938,19.0,11.0,0.5
2939,22.0,14.0,0.7
2940,17.0,15.0,0.3
2941,21.0,11.0,0.3
2942,20.0,11.0,0.6
2943,11.0,8.0,0.7
2944,0.0,9.0,0.2
2945,20.0,8.0,0.1
2946,22.0,8.0,0.1
2947,18.0,11.0,0.3
2948,12.0,12.0,0.6
2949,19.0,9.0,0.2
2950,13.0,11.0,0.9
2951,14.0,6.0,0.5
2952,21.0,8.0,0.1
2953,1.0,10.0,0.3
2954,18.0,14.0,0.9
2955,19.0,11.0,0.5
2956,17.0,10.0,0.8
2957,17.0,10.0,0.4
2958,23.0,14.0,0.8
2959,18.0,13.0,0.7
2960,13.0,10.0,0.7
2961,17.0,9.0,0.9
2962,21.0,11.0,0.7
2963,17.0,9.0,0.2
2964,16.0,10.0,0.2
2965,16.0,10.0,0.3
2966,11.0,10.0,0.4
2967,14.0,13.0,0.9
2968,15.0,8.0,1.0
2969,18.0,13.0,0.9
2970,22.0,7.0,0.1
2971,18.0,11.0,0.5
2972,15.0,11.0,0.5
2973,22.0,15.0,0.8
2974,0.0,12.0,0.4
2975,19.0,10.0,0.8
2976,20.0,10.0,0.2
2977,17.0,5.0,0.4
2978,9.0,13.0,0.3
2979,17.0,6.0,0.3
2980,16.0,5.0,0.5
2981,17.0,14.0,0.2
2982,19.0,8.0,0.2
2983,15.0,10.0,0.3
2984,12.0,11.0,0.3
2985,22.0,14.0,0.4
2986,18.0,13.0,0.2
2987,18.0,11.0,0.3
2988,17.0,8.0,0.2
2989,18.0,8.0,0.2
2990,13.0,11.0,0.8
2991,16.0,12.0,0.5
2992,9.0,13.0,0.6
2993,20.0,16.0,0.3
2994,12.0,9.0,0.5
2995,14.0,10.0,0.9
2996,18.0,9.0,0.5
2997,21.0,8.0,0.8
2998,17.0,7.0,0.3
2999,3.0,6.0,0.2
3000,0.0,9.0,0.4
3001,22.0,9.0,0.8
3002,12.0,10.0,0.1
3003,17.0,14.0,0.7
3004,21.0,11.0,0.4
3005,14.0,9.0,0.6
3006,12.0,11.0,0.5
3007,20.0,9.0,0.9
3008,19.0,9.0,0.2
3009,14.0,14.0,0.2
3010,18.0,13.0,0.3
3011,13.0,9.0,0.3
3012,16.0,11.0,0.5
3013,1.0,8.0,0.2
3014,11.0,11.0,0.9
3015,13.0,10.0,0.9
3016,16.0,8.0,0.9
3017,17.0,10.0,0.9
3018,14.0,7.0,0.2
3019,13.0,11.0,0.6
3020,16.0,8.0,0.6
3021,19.0,13.0,0.6
3022,22.0,6.0,0.2
3023,18.0,10.0,0.5
3024,10.0,13.0,0.3
3025,17.0,5.0,0.4
3026,11.0,10.0,0.8
3027,22.0,13.0,0.2
3028,21.0,10.0,0.3
3029,22.0,13.0,0.4
3030,13.0,9.0,0.8
3031,20.0,12.0,0.5
3032,17.0,10.0,0.2
3033,15.0,7.0,0.2
3034,17.0,11.0,0.6
3035,16.0,10.0,0.4
3036,11.0,10.0,0.3
3037,14.0,4.0,0.4
3038,19.0,10.0,0.9
3039,15.0,11.0,0.6
3040,18.0,8.0,0.9
3041,13.0,10.0,0.5
3042,14.0,9.0,0.3
3043,20.0,10.0,0.2
3044,17.0,9.0,0.5
3045,18.0,8.0,0.4
3046,22.0,9.0,0.3
3047,13.0,11.0,0.2
3048,21.0,14.0,0.3
3049,18.0,8.0,0.3
3050,22.0,9.0,0.2
3051,15.0,8.0,0.3
3052,17.0,8.0,0.8
3053,21.0,9.0,0.3
3054,21.0,10.0,0.2
3055,23.0,12.0,0.5
3056,13.0,10.0,0.9
3057,13.0,9.0,0.7
3058,19.0,15.0,0.3
3059,8.0,12.0,0.6
3060,18.0,7.0,0.5
3061,20.0,7.0,0.5
3062,14.0,10.0,0.6
3063,21.0,12.0,0.8
3064,17.0,9.0,0.9
3065,17.0,9.0,0.6
3066,19.0,12.0,0.6
3067,20.0,9.0,0.7
3068,20.0,11.0,0.4
3069,14.0,11.0,0.7
3070,14.0,9.0,0.8
3071,18.0,11.0,0.9
3072,1.0,9.0,0.4
3073,18.0,11.0,0.8
3074,13.0,10.0,0.2
3075,16.0,9.0,0.7
3076,14.0,11.0,0.3
3077,19.0,12.0,0.9
3078,9.0,10.0,0.6
3079,15.0,6.0,0.9
3080,14.0,11.0,0.7
3081,17.0,5.0,0.3
3082,14.0,12.0,0.7
3083,17.0,13.0,0.2
3084,17.0,9.0,0.3
3085,19.0,14.0,0.8
3086,10.0,10.0,0.6
3087,14.0,8.0,0.9
3088,18.0,12.0,0.8
3089,19.0,9.0,0.9
3090,13.0,7.0,0.4
3091,21.0,8.0,0.3
3092,23.0,10.0,0.2
3093,19.0,8.0,0.2
3094,18.0,5.0,0.3
3095,17.0,12.0,0.4
3096,18.0,10.0,0.9
3097,19.0,7.0,1.0
3098,12.0,12.0,0.9
3099,14.0,13.0,0.5
3100,19.0,7.0,0.6
3101,21.0,11.0,0.3
3102,15.0,9.0,0.9
3103,14.0,13.0,0.7
3104,19.0,11.0,0.8
3105,18.0,12.0,0.9
3106,18.0,11.0,0.6
3107,20.0,11.0,0.3
3108,19.0,10.0,0.4
3109,15.0,10.0,0.2
3110,18.0,12.0,0.5
3111,20.0,8.0,0.4
3112,16.0,11.0,0.5
3113,14.0,6.0,0.6
3114,17.0,10.0,0.8
3115,17.0,7.0,0.1
3116,23.0,8.0,0.5
3117,11.0,11.0,0.4
3118,18.0,8.0,0.4
3119,21.0,11.0,0.3
3120,17.0,14.0,0.1
3121,14.0,12.0,0.3
3122,16.0,9.0,0.3
3123,16.0,7.0,0.7
3124,15.0,9.0,0.3
3125,19.0,6.0,0.6
3126,16.0,12.0,1.0
3127,14.0,12.0,1.0
3128,23.0,9.0,0.7
3129,18.0,13.0,0.4
3130,15.0,10.0,0.2
3131,16.0,12.0,0.8
3132,18.0,7.0,1.0
3133,15.0,11.0,0.7
3134,18.0,10.0,0.5
3135,22.0,10.0,0.7
3136,13.0,8.0,0.7
3137,16.0,10.0,0.2
3138,17.0,9.0,0.2
3139,20.0,10.0,0.1
3140,12.0,10.0,0.8
3141,21.0,7.0,0.3
3142,15.0,6.0,0.8
3143,20.0,16.0,0.3
3144,18.0,16.0,0.6
3145,13.0,12.0,0.6
3146,19.0,7.0,0.5
3147,13.0,10.0,0.9
3148,21.0,9.0,0.7
3149,16.0,9.0,0.3
3150,12.0,10.0,0.7
3151,15.0,10.0,0.1
3152,14.0,11.0,0.6
3153,20.0,12.0,1.0
3154,14.0,11.0,0.4
3155,20.0,10.0,0.7
3156,13.0,7.0,0.4
3157,17.0,14.0,0.5
3158,15.0,11.0,0.5
3159,17.0,8.0,0.9
3160,18.0,6.0,0.5
3161,19.0,11.0,0.2
3162,11.0,10.0,0.6
3163,18.0,13.0,0.7
3164,20.0,13.0,0.1
3165,15.0,11.0,0.6
3166,9.0,8.0,0.8
3167,17.0,8.0,0.3
3168,16.0,4.0,1.0
3169,13.0,10.0,0.4
3170,21.0,12.0,0.8
3171,18.0,9.0,0.4
3172,10.0,12.0,0.3
3173,14.0,8.0,0.8
3174,17.0,10.0,0.7
3175,17.0,10.0,0.3
3176,20.0,10.0,0.7
3177,20.0,10.0,0.9
3178,17.0,10.0,0.4
3179,16.0,11.0,0.2
3180,19.0,9.0,0.7
3181,15.0,6.0,0.8
3182,10.0,14.0,0.2
3183,13.0,12.0,0.3
3184,23.0,13.0,1.0
3185,17.0,10.0,0.3
3186,17.0,14.0,1.0
3187,9.0,13.0,0.7
3188,15.0,8.0,0.3
3189,12.0,10.0,0.5
3190,23.0,6.0,0.5
3191,13.0,10.0,0.8
3192,16.0,11.0,0.5
3193,16.0,7.0,0.5
3194,17.0,11.0,0.7
3195,23.0,11.0,0.9
3196,14.0,12.0,0.5
3197,22.0,10.0,0.3
3198,19.0,12.0,0.1
3199,20.0,4.0,0.5
3200,18.0,10.0,0.5
3201,0.0,7.0,0.1
3202,17.0,15.0,0.9
3203,18.0,8.0,0.8
3204,21.0,10.0,0.3
3205,18.0,9.0,0.6
3206,17.0,10.0,0.4
3207,14.0,10.0,0.4
3208,20.0,8.0,0.1
3209,16.0,6.0,0.6
3210,14.0,11.0,0.4
3211,13.0,15.0,0.6
3212,15.0,3.0,0.4
3213,23.0,9.0,0.5
3214,17.0,12.0,0.5
3215,15.0,11.0,1.0
3216,16.0,13.0,0.9
3217,22.0,10.0,0.9
3218,19.0,12.0,0.9
3219,13.0,9.0,0.4
3220,17.0,11.0,0.3
3221,20.0,9.0,0.9
3222,13.0,12.0,0.8
3223,10.0,9.0,0.5
3224,12.0,11.0,0.5
3225,19.0,8.0,0.7
3226,14.0,8.0,0.5
3227,16.0,12.0,0.5
3228,17.0,10.0,0.9
3229,18.0,11.0,0.9
3230,20.0,7.0,0.6
3231,16.0,13.0,0.6
3232,0.0,10.0,0.4
3233,17.0,10.0,0.9
3234,16.0,10.0,0.4
3235,15.0,11.0,0.9
3236,17.0,8.0,0.4
3237,15.0,11.0,0.4
3238,22.0,8.0,0.3
3239,17.0,11.0,0.6
3240,13.0,8.0,0.9
3241,10.0,8.0,0.6
3242,21.0,5.0,0.7
3243,15.0,11.0,0.7
3244,23.0,11.0,0.9
3245,20.0,8.0,0.1
3246,17.0,11.0,0.9
3247,11.0,10.0,0.4
3248,19.0,9.0,1.0
3249,22.0,9.0,0.9
3250,13.0,12.0,0.7
3251,20.0,12.0,0.9
3252,20.0,9.0,0.2
3253,16.0,13.0,0.3
3254,18.0,13.0,0.8
3255,15.0,6.0,0.8
3256,13.0,10.0,0.4
3257,20.0,15.0,0.4
3258,15.0,10.0,0.9
3259,15.0,9.0,0.5
3260,18.0,10.0,0.7
3261,18.0,7.0,0.4
3262,17.0,12.0,0.8
3263,20.0,10.0,0.4
3264,18.0,9.0,0.8
3265,17.0,12.0,0.4
3266,13.0,14.0,0.4
3267,18.0,8.0,0.6
3268,11.0,8.0,0.6
3269,22.0,11.0,0.3
3270,16.0,13.0,0.2
3271,19.0,12.0,0.3
3272,16.0,13.0,1.0
3273,19.0,13.0,0.3
3274,23.0,11.0,0.1
3275,16.0,5.0,0.9
3276,13.0,9.0,0.7
3277,15.0,14.0,0.6
3278,19.0,13.0,0.5
3279,16.0,6.0,0.3
3280,21.0,10.0,0.2
3281,22.0,9.0,0.5
3282,16.0,11.0,0.4
3283,18.0,9.0,0.4
3284,16.0,9.0,0.2
3285,19.0,6.0,0.9
3286,14.0,12.0,0.5
3287,14.0,8.0,0.6
3288,20.0,11.0,0.4
3289,18.0,10.0,0.3
3290,21.0,6.0,0.5
3291,14.0,9.0,0.5
3292,17.0,9.0,0.3
3293,16.0,11.0,0.4
3294,19.0,11.0,0.5
3295,15.0,7.0,0.4
3296,17.0,10.0,0.7
3297,11.0,8.0,0.5
3298,20.0,9.0,0.6
3299,19.0,9.0,0.7
3300,13.0,12.0,0.2
3301,18.0,9.0,0.3
3302,13.0,11.0,0.4
3303,19.0,7.0,0.8
3304,0.0,7.0,0.4
3305,18.0,9.0,0.8
3306,18.0,10.0,0.5
3307,19.0,12.0,0.2
3308,12.0,13.0,0.8
3309,17.0,10.0,0.2
3310,15.0,7.0,0.5
3311,21.0,13.0,0.1
3312,16.0,9.0,0.3
3313,18.0,6.0,0.5
3314,23.0,7.0,1.0
3315,14.0,9.0,0.5
3316,16.0,7.0,0.4
3317,17.0,10.0,0.5
3318,21.0,8.0,0.6
3319,15.0,10.0,0.5
3320,14.0,9.0,1.0
3321,15.0,8.0,0.4
3322,17.0,9.0,0.7
3323,15.0,8.0,0.9
3324,18.0,10.0,0.1
3325,19.0,13.0,0.5
3326,17.0,9.0,0.2
3327,11.0,11.0,0.2
3328,20.0,13.0,0.4
3329,14.0,9.0,0.2
3330,19.0,12.0,0.8
3331,17.0,5.0,0.8
3332,17.0,10.0,0.7
3333,23.0,7.0,0.7
3334,19.0,9.0,0.6
3335,16.0,16.0,0.2
3336,12.0,10.0,0.5
3337,17.0,11.0,0.8
3338,10.0,12.0,0.2
3339,17.0,11.0,0.3
3340,17.0,12.0,0.9
3341,15.0,12.0,0.6
3342,19.0,9.0,0.7
3343,15.0,5.0,1.0
3344,15.0,7.0,0.7
3345,17.0,12.0,0.4
3346,17.0,10.0,0.4
3347,17.0,8.0,0.9
3348,17.0,11.0,0.5
3349,19.0,8.0,0.8
3350,20.0,10.0,0.9
3351,12.0,9.0,0.3
3352,19.0,7.0,0.3
3353,17.0,6.0,0.6
3354,17.0,11.0,0.4
3355,14.0,7.0,0.6
3356,18.0,10.0,0.1
3357,19.0,11.0,0.2
3358,18.0,7.0,0.1
3359,21.0,8.0,0.8
3360,17.0,11.0,0.2
3361,13.0,8.0,0.8
3362,19.0,10.0,0.5
3363,12.0,9.0,0.6
3364,15.0,11.0,0.3
3365,18.0,6.0,0.8
3366,16.0,7.0,0.5
3367,21.0,12.0,0.5
3368,16.0,13.0,1.0
3369,17.0,6.0,0.6
3370,18.0,13.0,0.5
3371,17.0,8.0,0.3
3372,21.0,10.0,0.2
3373,12.0,9.0,0.6
3374,18.0,14.0,0.6
3375,16.0,8.0,0.5
3376,15.0,8.0,0.5
3377,15.0,10.0,0.6
3378,18.0,11.0,0.9
3379,20.0,10.0,0.9
3380,18.0,14.0,0.6
3381,21.0,13.0,0.1
3382,13.0,12.0,1.0
3383,18.0,11.0,0.7
3384,14.0,9.0,0.7
3385,21.0,8.0,0.1
3386,12.0,10.0,0.3
3387,22.0,11.0,0.2
3388,16.0,12.0,0.6
3389,18.0,11.0,0.5
3390,19.0,9.0,0.5
3391,19.0,11.0,0.4
3392,20.0,10.0,0.4
3393,21.0,11.0,0.1
3394,17.0,9.0,0.7
3395,20.0,11.0,0.9
3396,15.0,7.0,0.5
3397,16.0,11.0,0.5
3398,16.0,15.0,0.6
3399,16.0,10.0,0.4
3400,16.0,12.0,0.4
3401,17.0,10.0,0.8
3402,17.0,9.0,0.8
3403,16.0,7.0,0.4
3404,20.0,12.0,0.3
3405,16.0,11.0,0.9
3406,15.0,12.0,1.0
3407,16.0,10.0,0.3
3408,17.0,10.0,0.6
3409,14.0,11.0,0.5
3410,18.0,13.0,0.5
3411,13.0,11.0,0.8
3412,17.0,9.0,0.7
3413,15.0,8.0,0.4
3414,23.0,12.0,0.6
3415,13.0,12.0,0.5
3416,21.0,8.0,0.4
3417,16.0,11.0,0.5
3418,21.0,13.0,1.0
3419,22.0,5.0,0.2
3420,17.0,8.0,0.9
3421,16.0,10.0,0.3
3422,14.0,11.0,0.3
3423,19.0,12.0,0.8
3424,13.0,6.0,0.4
3425,17.0,10.0,0.5
3426,21.0,11.0,0.5
3427,13.0,9.0,0.9
3428,18.0,12.0,0.5
3429,15.0,10.0,0.3
3430,21.0,11.0,0.1
3431,20.0,7.0,0.2
3432,20.0,10.0,0.8
3433,10.0,10.0,0.8
3434,18.0,8.0,0.4
3435,21.0,14.0,0.8
3436,17.0,10.0,0.8
3437,14.0,6.0,0.3
3438,19.0,13.0,0.8
3439,14.0,15.0,0.7
3440,17.0,9.0,0.8
3441,14.0,9.0,0.3
3442,15.0,9.0,0.6
3443,18.0,11.0,0.6
3444,18.0,9.0,0.9
3445,16.0,12.0,0.4
3446,16.0,12.0,0.5
3447,15.0,12.0,0.9
3448,17.0,12.0,0.4
3449,16.0,4.0,0.7
3450,9.0,12.0,0.4
3451,16.0,10.0,0.6
3452,21.0,9.0,0.9
3453,17.0,11.0,0.8
3454,19.0,12.0,0.4
3455,16.0,9.0,0.5
3456,16.0,7.0,0.4
3457,17.0,8.0,0.6
3458,18.0,14.0,0.5
3459,14.0,10.0,0.5
3460,18.0,5.0,0.2
3461,20.0,12.0,0.2
3462,21.0,8.0,0.5
3463,18.0,12.0,0.9
3464,22.0,9.0,0.4
3465,20.0,11.0,0.6
3466,17.0,7.0,0.4
3467,15.0,13.0,0.6
3468,14.0,9.0,0.3
3469,18.0,9.0,0.8
3470,20.0,12.0,0.3
3471,19.0,10.0,0.4
3472,18.0,12.0,0.8
3473,11.0,7.0,0.8
3474,19.0,14.0,0.9
3475,16.0,13.0,0.7
3476,14.0,11.0,0.5
3477,22.0,11.0,0.8
3478,14.0,12.0,0.7
3479,12.0,6.0,0.3
3480,17.0,6.0,0.9
3481,18.0,8.0,0.4
3482,15.0,9.0,0.5
3483,13.0,9.0,0.9
