Year,Month,Day,Hour,Power,CBL,CPC
2017,7,31,21,248.04,248.04,0
2017,7,31,22,214.68,214.68,0
2017,7,31,23,207.24,207.24,0
2017,8,1,0,206.04,206.04,0
2017,8,1,1,207.12,207.12,0
2017,8,1,2,204.72,204.72,0
2017,8,1,3,204.6,204.6,0
2017,8,1,4,203.76,203.76,0
2017,8,1,5,225.48,225.48,0
2017,8,1,6,237,237,0
2017,8,1,7,252.24,252.24,0
2017,8,1,8,393.48,393.48,0
2017,8,1,9,497.52,497.52,0
2017,8,1,10,513.12,513.12,0
2017,8,1,11,513.24,513.24,0
2017,8,1,12,468.84,468.84,0
2017,8,1,13,573.72,573.72,0
2017,8,1,14,630.48,630.48,0
2017,8,1,15,628.32,628.32,0
2017,8,1,16,601.8,601.8,0
2017,8,1,17,586.32,586.32,0
2017,8,1,18,329.88,329.88,0
2017,8,1,19,304.56,304.56,0
2017,8,1,20,256.8,256.8,0
2017,8,1,21,253.56,253.56,0
2017,8,1,22,218.52,218.52,0
2017,8,1,23,215.4,215.4,0
2017,8,2,0,219,219,0
2017,8,2,1,219.96,219.96,0
2017,8,2,2,215.28,215.28,0
2017,8,2,3,222.6,222.6,0
2017,8,2,4,217.32,217.32,0
2017,8,2,5,233.64,233.64,0
2017,8,2,6,251.28,251.28,0
2017,8,2,7,285.24,285.24,0
2017,8,2,8,425.76,425.76,0
2017,8,2,9,640.92,640.92,0
2017,8,2,10,629.76,629.76,0
2017,8,2,11,634.08,634.08,0
2017,8,2,12,597.48,597.48,0
2017,8,2,13,638.52,638.52,0
2017,8,2,14,634.92,634.92,0
2017,8,2,15,620.4,620.4,0
2017,8,2,16,600.6,600.6,0
2017,8,2,17,589.44,589.44,0
2017,8,2,18,333.48,333.48,0
2017,8,2,19,306.36,306.36,0
2017,8,2,20,279.24,279.24,0
2017,8,2,21,238.44,238.44,0
2017,8,2,22,217.8,217.8,0
2017,8,2,23,214.92,214.92,0
2017,8,3,0,213,213,0
2017,8,3,1,217.68,217.68,0
2017,8,3,2,210.24,210.24,0
2017,8,3,3,211.68,211.68,0
2017,8,3,4,209.28,209.28,0
2017,8,3,5,228.36,228.36,0
2017,8,3,6,240.96,240.96,0
2017,8,3,7,270,270,0
2017,8,3,8,380.16,380.16,0
2017,8,3,9,552.84,552.84,0
2017,8,3,10,572.76,572.76,0
2017,8,3,11,570.6,570.6,0
2017,8,3,12,533.88,533.88,0
2017,8,3,13,600.84,600.84,0
2017,8,3,14,608.52,608.52,0
2017,8,3,15,601.32,601.32,0
2017,8,3,16,594.72,594.72,0
2017,8,3,17,583.44,583.44,0
2017,8,3,18,339.72,339.72,0
2017,8,3,19,284.04,284.04,0
2017,8,3,20,252.72,252.72,0
2017,8,3,21,243.72,243.72,0
2017,8,3,22,226.68,226.68,0
2017,8,3,23,224.4,224.4,0
2017,8,4,0,218.16,218.16,0
2017,8,4,1,216.96,216.96,0
2017,8,4,2,217.32,217.32,0
2017,8,4,3,220.32,220.32,0
2017,8,4,4,215.52,215.52,0
2017,8,4,5,237,237,0
2017,8,4,6,247.56,247.56,0
2017,8,4,7,262.56,262.56,0
2017,8,4,8,424.8,424.8,0
2017,8,4,9,626.4,626.4,0
2017,8,4,10,623.04,623.04,0
2017,8,4,11,599.76,599.76,0
2017,8,4,12,558.12,558.12,0
2017,8,4,13,642.24,642.24,0
2017,8,4,14,622.56,622.56,0
2017,8,4,15,622.2,622.2,0
2017,8,4,16,595.56,595.56,0
2017,8,4,17,588.84,588.84,0
2017,8,4,18,330.72,330.72,0
2017,8,4,19,308.76,308.76,0
2017,8,4,20,279.48,279.48,0
2017,8,4,21,278.4,278.4,0
2017,8,4,22,227.28,227.28,0
2017,8,4,23,220.8,220.8,0
2017,8,5,0,212.04,212.04,0
2017,8,5,1,216.6,216.6,0
2017,8,5,2,212.76,212.76,0
2017,8,5,3,215.76,215.76,0
2017,8,5,4,214.44,214.44,0
2017,8,5,5,231.48,231.48,0
2017,8,5,6,230.64,230.64,0
2017,8,5,7,216.36,216.36,0
2017,8,5,8,212.04,212.04,0
2017,8,5,9,220.08,220.08,0
2017,8,5,10,223.44,223.44,0
2017,8,5,11,207.12,207.12,0
2017,8,5,12,227.04,227.04,0
2017,8,5,13,216,216,0
2017,8,5,14,215.76,215.76,0
2017,8,5,15,216.96,216.96,0
2017,8,5,16,229.32,229.32,0
2017,8,5,17,249.24,249.24,0
2017,8,5,18,224.64,224.64,0
2017,8,5,19,235.08,235.08,0
2017,8,5,20,242.88,242.88,0
2017,8,5,21,254.52,254.52,0
2017,8,5,22,244.56,244.56,0
2017,8,5,23,227.16,227.16,0
2017,8,6,0,223.8,223.8,0
2017,8,6,1,223.92,223.92,0
2017,8,6,2,224.88,224.88,0
2017,8,6,3,212.52,212.52,0
2017,8,6,4,209.76,209.76,0
2017,8,6,5,235.44,235.44,0
2017,8,6,6,226.68,226.68,0
2017,8,6,7,213.72,213.72,0
2017,8,6,8,212.16,212.16,0
2017,8,6,9,208.2,208.2,0
2017,8,6,10,211.32,211.32,0
2017,8,6,11,236.64,236.64,0
2017,8,6,12,218.04,218.04,0
2017,8,6,13,219.6,219.6,0
2017,8,6,14,226.08,226.08,0
2017,8,6,15,236.88,236.88,0
2017,8,6,16,248.28,248.28,0
2017,8,6,17,276.36,276.36,0
2017,8,6,18,261.12,261.12,0
2017,8,6,19,244.68,244.68,0
2017,8,6,20,250.44,250.44,0
2017,8,6,21,260.4,260.4,0
2017,8,6,22,239.64,239.64,0
2017,8,6,23,232.2,232.2,0
2017,8,7,0,229.32,229.32,0
2017,8,7,1,226.08,226.08,0
2017,8,7,2,219.24,219.24,0
2017,8,7,3,221.04,221.04,0
2017,8,7,4,216.48,216.48,0
2017,8,7,5,239.16,239.16,0
2017,8,7,6,240.12,240.12,0
2017,8,7,7,356.4,356.4,0
2017,8,7,8,601.56,601.56,0
2017,8,7,9,660.6,660.6,0
2017,8,7,10,660.12,660.12,0
2017,8,7,11,655.8,655.8,0
2017,8,7,12,607.56,607.56,0
2017,8,7,13,664.2,664.2,0
2017,8,7,14,709.56,709.56,0
2017,8,7,15,714.36,714.36,0
2017,8,7,16,689.64,689.64,0
2017,8,7,17,682.2,682.2,0
2017,8,7,18,329.76,329.76,0
2017,8,7,19,345,345,0
2017,8,7,20,306.48,306.48,0
2017,8,7,21,280.08,280.08,0
2017,8,7,22,242.88,242.88,0
2017,8,7,23,231.72,231.72,0
2017,8,8,0,221.4,221.4,0
2017,8,8,1,219.96,219.96,0
2017,8,8,2,219.12,219.12,0
2017,8,8,3,220.68,220.68,0
2017,8,8,4,225.36,225.36,0
2017,8,8,5,250.44,250.44,0
2017,8,8,6,259.2,259.2,0
2017,8,8,7,295.32,295.32,0
2017,8,8,8,645.12,645.12,0
2017,8,8,9,703.8,703.8,0
2017,8,8,10,644.76,644.76,0
2017,8,8,11,648.72,648.72,0
2017,8,8,12,609.72,609.72,0
2017,8,8,13,660.48,660.48,0
2017,8,8,14,659.88,659.88,0
2017,8,8,15,657.72,657.72,0
2017,8,8,16,627.96,627.96,0
2017,8,8,17,601.2,601.2,0
2017,8,8,18,337.32,337.32,0
2017,8,8,19,303.84,303.84,0
2017,8,8,20,295.44,295.44,0
2017,8,8,21,281.52,281.52,0
2017,8,8,22,252.24,252.24,0
2017,8,8,23,244.8,244.8,0
2017,8,9,0,233.88,233.88,0
2017,8,9,1,234.12,234.12,0
2017,8,9,2,232.08,232.08,0
2017,8,9,3,235.56,235.56,0
2017,8,9,4,234.12,234.12,0
2017,8,9,5,248.16,248.16,0
2017,8,9,6,259.2,259.2,0
2017,8,9,7,292.2,292.2,0
2017,8,9,8,476.04,476.04,0
2017,8,9,9,587.04,587.04,0
2017,8,9,10,563.52,563.52,0
2017,8,9,11,569.28,569.28,0
2017,8,9,12,523.68,523.68,0
2017,8,9,13,564.72,564.72,0
2017,8,9,14,584.76,584.76,0
2017,8,9,15,572.28,572.28,0
2017,8,9,16,543.6,543.6,0
2017,8,9,17,513.96,513.96,0
2017,8,9,18,362.52,362.52,0
2017,8,9,19,354.24,354.24,0
2017,8,9,20,328.56,328.56,0
2017,8,9,21,283.92,283.92,0
2017,8,9,22,238.68,238.68,0
2017,8,9,23,236.52,236.52,0
2017,8,10,0,225.48,225.48,0
2017,8,10,1,230.76,230.76,0
2017,8,10,2,230.16,230.16,0
2017,8,10,3,226.92,226.92,0
2017,8,10,4,222.72,222.72,0
2017,8,10,5,239.16,239.16,0
2017,8,10,6,247.32,247.32,0
2017,8,10,7,274.56,274.56,0
2017,8,10,8,424.2,424.2,0
2017,8,10,9,560.52,560.52,0
2017,8,10,10,538.92,538.92,0
2017,8,10,11,539.64,539.64,0
2017,8,10,12,467.76,467.76,0
2017,8,10,13,564.12,564.12,0
2017,8,10,14,572.88,572.88,0
2017,8,10,15,556.92,556.92,0
2017,8,10,16,547.8,547.8,0
2017,8,10,17,549.6,549.6,0
2017,8,10,18,336,336,0
2017,8,10,19,288.96,288.96,0
2017,8,10,20,267.12,267.12,0
2017,8,10,21,269.64,269.64,0
2017,8,10,22,230.76,230.76,0
2017,8,10,23,230.52,230.52,0
2017,8,11,0,232.92,232.92,0
2017,8,11,1,230.04,230.04,0
2017,8,11,2,226.2,226.2,0
2017,8,11,3,226.08,226.08,0
2017,8,11,4,226.68,226.68,0
2017,8,11,5,243.6,243.6,0
2017,8,11,6,259.8,259.8,0
2017,8,11,7,274.44,274.44,0
2017,8,11,8,396.6,396.6,0
2017,8,11,9,563.76,563.76,0
2017,8,11,10,522.36,522.36,0
2017,8,11,11,521.16,521.16,0
2017,8,11,12,472.44,472.44,0
2017,8,11,13,570.6,570.6,0
2017,8,11,14,580.2,580.2,0
2017,8,11,15,587.64,587.64,0
2017,8,11,16,552.6,552.6,0
2017,8,11,17,550.32,550.32,0
2017,8,11,18,456,456,0
2017,8,11,19,401.28,401.28,0
2017,8,11,20,306.72,306.72,0
2017,8,11,21,270,270,0
2017,8,11,22,213.12,213.12,0
2017,8,11,23,219,219,0
2017,8,12,0,212.16,212.16,0
2017,8,12,1,215.52,215.52,0
2017,8,12,2,215.52,215.52,0
2017,8,12,3,215.88,215.88,0
2017,8,12,4,216.48,216.48,0
2017,8,12,5,230.88,230.88,0
2017,8,12,6,232.92,232.92,0
2017,8,12,7,213,213,0
2017,8,12,8,201.84,201.84,0
2017,8,12,9,207.6,207.6,0
2017,8,12,10,208.68,208.68,0
2017,8,12,11,208.2,208.2,0
2017,8,12,12,220.32,220.32,0
2017,8,12,13,225.96,225.96,0
2017,8,12,14,211.92,211.92,0
2017,8,12,15,225.48,225.48,0
2017,8,12,16,250.2,250.2,0
2017,8,12,17,252.12,252.12,0
2017,8,12,18,236.04,236.04,0
2017,8,12,19,237.48,237.48,0
2017,8,12,20,236.28,236.28,0
2017,8,12,21,231.72,231.72,0
2017,8,12,22,211.44,211.44,0
2017,8,12,23,215.52,215.52,0
2017,8,13,0,213.12,213.12,0
2017,8,13,1,212.64,212.64,0
2017,8,13,2,209.88,209.88,0
2017,8,13,3,209.04,209.04,0
2017,8,13,4,207.36,207.36,0
2017,8,13,5,228.96,228.96,0
2017,8,13,6,225,225,0
2017,8,13,7,208.2,208.2,0
2017,8,13,8,202.56,202.56,0
2017,8,13,9,197.52,197.52,0
2017,8,13,10,216.84,216.84,0
2017,8,13,11,203.64,203.64,0
2017,8,13,12,204,204,0
2017,8,13,13,224.04,224.04,0
2017,8,13,14,232.2,232.2,0
2017,8,13,15,230.4,230.4,0
2017,8,13,16,238.8,238.8,0
2017,8,13,17,249.48,249.48,0
2017,8,13,18,226.92,226.92,0
2017,8,13,19,218.4,218.4,0
2017,8,13,20,210.72,210.72,0
2017,8,13,21,230.04,230.04,0
2017,8,13,22,212.04,212.04,0
2017,8,13,23,210.6,210.6,0
2017,8,14,0,209.04,209.04,0
2017,8,14,1,211.2,211.2,0
2017,8,14,2,203.28,203.28,0
2017,8,14,3,208.92,208.92,0
2017,8,14,4,207.48,207.48,0
2017,8,14,5,232.8,232.8,0
2017,8,14,6,245.64,245.64,0
2017,8,14,7,269.04,269.04,0
2017,8,14,8,355.44,355.44,0
2017,8,14,9,472.68,472.68,0
2017,8,14,10,443.04,443.04,0
2017,8,14,11,436.8,436.8,0
2017,8,14,12,402.84,402.84,0
2017,8,14,13,412.8,412.8,0
2017,8,14,14,437.76,437.76,0
2017,8,14,15,413.28,413.28,0
2017,8,14,16,447.36,447.36,0
2017,8,14,17,418.92,418.92,0
2017,8,14,18,294.6,294.6,0
2017,8,14,19,284.88,284.88,0
2017,8,14,20,236.88,236.88,0
2017,8,14,21,247.68,247.68,0
2017,8,14,22,217.56,217.56,0
2017,8,14,23,212.88,212.88,0
2017,8,15,0,209.76,209.76,0
2017,8,15,1,210.36,210.36,0
2017,8,15,2,209.16,209.16,0
2017,8,15,3,208.92,208.92,0
2017,8,15,4,207.96,207.96,0
2017,8,15,5,229.44,229.44,0
2017,8,15,6,234,234,0
2017,8,15,7,222.48,222.48,0
2017,8,15,8,212.64,212.64,0
2017,8,15,9,229.08,229.08,0
2017,8,15,10,221.52,221.52,0
2017,8,15,11,216.12,216.12,0
2017,8,15,12,227.16,227.16,0
2017,8,15,13,231.96,231.96,0
2017,8,15,14,222.48,222.48,0
2017,8,15,15,221.04,221.04,0
2017,8,15,16,220.68,220.68,0
2017,8,15,17,241.8,241.8,0
2017,8,15,18,228,228,0
2017,8,15,19,222.12,222.12,0
2017,8,15,20,220.68,220.68,0
2017,8,15,21,246.36,246.36,0
2017,8,15,22,212.88,212.88,0
2017,8,15,23,214.68,214.68,0
2017,8,16,0,212.76,212.76,0
2017,8,16,1,215.76,215.76,0
2017,8,16,2,212.04,212.04,0
2017,8,16,3,214.56,214.56,0
2017,8,16,4,211.44,211.44,0
2017,8,16,5,233.28,233.28,0
2017,8,16,6,243.48,243.48,0
2017,8,16,7,272.64,272.64,0
2017,8,16,8,371.4,371.4,0
2017,8,16,9,538.92,538.92,0
2017,8,16,10,489.48,489.48,0
2017,8,16,11,441.84,441.84,0
2017,8,16,12,447.12,447.12,0
2017,8,16,13,503.28,503.28,0
2017,8,16,14,499.92,499.92,0
2017,8,16,15,523.32,523.32,0
2017,8,16,16,521.28,521.28,0
2017,8,16,17,507.72,507.72,0
2017,8,16,18,309.96,309.96,0
2017,8,16,19,306.96,306.96,0
2017,8,16,20,269.28,269.28,0
2017,8,16,21,263.4,263.4,0
2017,8,16,22,228.84,228.84,0
2017,8,16,23,228.36,228.36,0
2017,8,17,0,219,219,0
2017,8,17,1,220.8,220.8,0
2017,8,17,2,219.24,219.24,0
2017,8,17,3,218.16,218.16,0
2017,8,17,4,217.08,217.08,0
2017,8,17,5,238.92,238.92,0
2017,8,17,6,247.8,247.8,0
2017,8,17,7,277.56,277.56,0
2017,8,17,8,361.08,361.08,0
2017,8,17,9,495.84,495.84,0
2017,8,17,10,506.88,506.88,0
2017,8,17,11,527.64,527.64,0
2017,8,17,12,457.44,457.44,0
2017,8,17,13,534.48,534.48,0
2017,8,17,14,537.72,537.72,0
2017,8,17,15,536.4,536.4,0
2017,8,17,16,531.12,531.12,0
2017,8,17,17,489.6,489.6,0
2017,8,17,18,317.76,317.76,0
2017,8,17,19,293.52,293.52,0
2017,8,17,20,254.04,254.04,0
2017,8,17,21,241.32,241.32,0
2017,8,17,22,225.6,225.6,0
2017,8,17,23,216.6,216.6,0
2017,8,18,0,217.2,217.2,0
2017,8,18,1,212.88,212.88,0
2017,8,18,2,219.36,219.36,0
2017,8,18,3,213.6,213.6,0
2017,8,18,4,211.8,211.8,0
2017,8,18,5,234.96,234.96,0
2017,8,18,6,245.64,245.64,0
2017,8,18,7,282,282,0
2017,8,18,8,382.68,382.68,0
2017,8,18,9,506.04,506.04,0
2017,8,18,10,516.6,516.6,0
2017,8,18,11,526.44,526.44,0
2017,8,18,12,472.44,472.44,0
2017,8,18,13,534.24,534.24,0
2017,8,18,14,570.84,570.84,0
2017,8,18,15,536.52,536.52,0
2017,8,18,16,528.84,528.84,0
2017,8,18,17,449.4,449.4,0
2017,8,18,18,301.08,301.08,0
2017,8,18,19,275.88,275.88,0
2017,8,18,20,228.72,228.72,0
2017,8,18,21,223.68,223.68,0
2017,8,18,22,221.88,221.88,0
2017,8,18,23,212.64,212.64,0
2017,8,19,0,211.8,211.8,0
2017,8,19,1,211.68,211.68,0
2017,8,19,2,208.92,208.92,0
2017,8,19,3,210.48,210.48,0
2017,8,19,4,207.72,207.72,0
2017,8,19,5,230.04,230.04,0
2017,8,19,6,226.68,226.68,0
2017,8,19,7,219.48,219.48,0
2017,8,19,8,204,204,0
2017,8,19,9,217.68,217.68,0
2017,8,19,10,217.56,217.56,0
2017,8,19,11,214.56,214.56,0
2017,8,19,12,228.72,228.72,0
2017,8,19,13,220.2,220.2,0
2017,8,19,14,226.68,226.68,0
2017,8,19,15,221.52,221.52,0
2017,8,19,16,224.04,224.04,0
2017,8,19,17,244.68,244.68,0
2017,8,19,18,220.2,220.2,0
2017,8,19,19,227.04,227.04,0
2017,8,19,20,234.84,234.84,0
2017,8,19,21,234.84,234.84,0
2017,8,19,22,215.64,215.64,0
2017,8,19,23,215.04,215.04,0
2017,8,20,0,208.32,208.32,0
2017,8,20,1,210.6,210.6,0
2017,8,20,2,210.48,210.48,0
2017,8,20,3,210.6,210.6,0
2017,8,20,4,207.36,207.36,0
2017,8,20,5,227.88,227.88,0
2017,8,20,6,229.8,229.8,0
2017,8,20,7,214.2,214.2,0
2017,8,20,8,206.88,206.88,0
2017,8,20,9,212.16,212.16,0
2017,8,20,10,217.44,217.44,0
2017,8,20,11,196.44,196.44,0
2017,8,20,12,204.96,204.96,0
2017,8,20,13,218.52,218.52,0
2017,8,20,14,213.96,213.96,0
2017,8,20,15,219.12,219.12,0
2017,8,20,16,237,237,0
2017,8,20,17,246.72,246.72,0
2017,8,20,18,228.84,228.84,0
2017,8,20,19,224.76,224.76,0
2017,8,20,20,229.08,229.08,0
2017,8,20,21,246.24,246.24,0
2017,8,20,22,225.84,225.84,0
2017,8,20,23,224.64,224.64,0
2017,8,21,0,212.28,212.28,0
2017,8,21,1,207,207,0
2017,8,21,2,205.08,205.08,0
2017,8,21,3,209.52,209.52,0
2017,8,21,4,206.04,206.04,0
2017,8,21,5,232.8,232.8,0
2017,8,21,6,270.72,270.72,0
2017,8,21,7,313.92,313.92,0
2017,8,21,8,400.32,400.32,0
2017,8,21,9,550.92,550.92,0
2017,8,21,10,514.92,514.92,0
2017,8,21,11,545.76,545.76,0
2017,8,21,12,481.68,481.68,0
2017,8,21,13,555.84,555.84,0
2017,8,21,14,555.72,555.72,0
2017,8,21,15,542.28,542.28,0
2017,8,21,16,538.8,538.8,0
2017,8,21,17,425.64,425.64,0
2017,8,21,18,354.36,354.36,0
2017,8,21,19,335.88,335.88,0
2017,8,21,20,281.52,281.52,0
2017,8,21,21,270.84,270.84,0
2017,8,21,22,234.96,234.96,0
2017,8,21,23,237.6,237.6,0
2017,8,22,0,233.28,233.28,0
2017,8,22,1,239.88,239.88,0
2017,8,22,2,233.04,233.04,0
2017,8,22,3,229.08,229.08,0
2017,8,22,4,226.56,226.56,0
2017,8,22,5,250.8,250.8,0
2017,8,22,6,259.08,259.08,0
2017,8,22,7,310.56,310.56,0
2017,8,22,8,438.6,438.6,0
2017,8,22,9,656.64,656.64,0
2017,8,22,10,577.56,577.56,0
2017,8,22,11,621.48,621.48,0
2017,8,22,12,578.64,578.64,0
2017,8,22,13,582.72,582.72,0
2017,8,22,14,499.92,499.92,0
2017,8,22,15,647.16,647.16,0
2017,8,22,16,706.32,706.32,0
2017,8,22,17,648.24,648.24,0
2017,8,22,18,342.36,342.36,0
2017,8,22,19,300.12,300.12,0
2017,8,22,20,285.48,285.48,0
2017,8,22,21,283.68,283.68,0
2017,8,22,22,238.08,238.08,0
2017,8,22,23,231.24,231.24,0
2017,8,23,0,231.6,231.6,0
2017,8,23,1,225.72,225.72,0
2017,8,23,2,223.32,223.32,0
2017,8,23,3,227.88,227.88,0
2017,8,23,4,219.12,219.12,0
2017,8,23,5,241.44,241.44,0
2017,8,23,6,255.96,255.96,0
2017,8,23,7,306.36,306.36,0
2017,8,23,8,457.2,457.2,0
2017,8,23,9,636.84,636.84,0
2017,8,23,10,627.96,627.96,0
2017,8,23,11,669.72,669.72,0
2017,8,23,12,633.96,633.96,0
2017,8,23,13,696,696,0
2017,8,23,14,690.6,690.6,0
2017,8,23,15,699,699,0
2017,8,23,16,651.6,651.6,0
2017,8,23,17,649.8,649.8,0
2017,8,23,18,379.56,379.56,0
2017,8,23,19,304.08,304.08,0
2017,8,23,20,276.12,276.12,0
2017,8,23,21,330.6,330.6,0
2017,8,23,22,262.68,262.68,0
2017,8,23,23,256.56,256.56,0
2017,8,24,0,243.36,243.36,0
2017,8,24,1,243.12,243.12,0
2017,8,24,2,240.6,240.6,0
2017,8,24,3,241.8,241.8,0
2017,8,24,4,238.08,238.08,0
2017,8,24,5,264,264,0
2017,8,24,6,278.4,278.4,0
2017,8,24,7,299.16,299.16,0
2017,8,24,8,408.84,408.84,0
2017,8,24,9,614.52,614.52,0
2017,8,24,10,602.16,602.16,0
2017,8,24,11,575.28,575.28,0
2017,8,24,12,522.24,522.24,0
2017,8,24,13,593.04,593.04,0
2017,8,24,14,591.84,591.84,0
2017,8,24,15,619.56,619.56,0
2017,8,24,16,613.8,613.8,0
2017,8,24,17,516.12,516.12,0
2017,8,24,18,367.08,367.08,0
2017,8,24,19,285.24,285.24,0
2017,8,24,20,259.68,259.68,0
2017,8,24,21,282.12,282.12,0
2017,8,24,22,237,237,0
2017,8,24,23,230.88,230.88,0
2017,8,25,0,227.76,227.76,0
2017,8,25,1,221.16,221.16,0
2017,8,25,2,219.84,219.84,0
2017,8,25,3,222.36,222.36,0
2017,8,25,4,221.64,221.64,0
2017,8,25,5,246.84,246.84,0
2017,8,25,6,252.84,252.84,0
2017,8,25,7,289.2,289.2,0
2017,8,25,8,423.72,423.72,0
2017,8,25,9,620.64,620.64,0
2017,8,25,10,610.92,610.92,0
2017,8,25,11,622.32,622.32,0
2017,8,25,12,529.8,529.8,0
2017,8,25,13,616.68,616.68,0
2017,8,25,14,603.48,603.48,0
2017,8,25,15,561.96,561.96,0
2017,8,25,16,531.12,531.12,0
2017,8,25,17,486.12,486.12,0
2017,8,25,18,300.84,300.84,0
2017,8,25,19,258.6,258.6,0
2017,8,25,20,229.2,229.2,0
2017,8,25,21,246.24,246.24,0
2017,8,25,22,220.68,220.68,0
2017,8,25,23,218.04,218.04,0
2017,8,26,0,218.64,218.64,0
2017,8,26,1,215.04,215.04,0
2017,8,26,2,214.08,214.08,0
2017,8,26,3,215.52,215.52,0
2017,8,26,4,214.56,214.56,0
2017,8,26,5,237.84,237.84,0
2017,8,26,6,231.72,231.72,0
2017,8,26,7,211.32,211.32,0
2017,8,26,8,206.28,206.28,0
2017,8,26,9,211.32,211.32,0
2017,8,26,10,216.24,216.24,0
2017,8,26,11,219.24,219.24,0
2017,8,26,12,229.92,229.92,0
2017,8,26,13,236.64,236.64,0
2017,8,26,14,222,222,0
2017,8,26,15,232.32,232.32,0
2017,8,26,16,238.8,238.8,0
2017,8,26,17,253.8,253.8,0
2017,8,26,18,228.84,228.84,0
2017,8,26,19,222.6,222.6,0
2017,8,26,20,232.92,232.92,0
2017,8,26,21,226.44,226.44,0
2017,8,26,22,214.2,214.2,0
2017,8,26,23,217.44,217.44,0
2017,8,27,0,205.44,205.44,0
2017,8,27,1,208.08,208.08,0
2017,8,27,2,206.88,206.88,0
2017,8,27,3,207.36,207.36,0
2017,8,27,4,202.32,202.32,0
2017,8,27,5,225.12,225.12,0
2017,8,27,6,222,222,0
2017,8,27,7,207.6,207.6,0
2017,8,27,8,196.68,196.68,0
2017,8,27,9,201,201,0
2017,8,27,10,201.84,201.84,0
2017,8,27,11,202.32,202.32,0
2017,8,27,12,195.72,195.72,0
2017,8,27,13,207.48,207.48,0
2017,8,27,14,213.48,213.48,0
2017,8,27,15,215.88,215.88,0
2017,8,27,16,235.2,235.2,0
2017,8,27,17,242.04,242.04,0
2017,8,27,18,231.12,231.12,0
2017,8,27,19,227.64,227.64,0
2017,8,27,20,225.96,225.96,0
2017,8,27,21,243.72,243.72,0
2017,8,27,22,225.72,225.72,0
2017,8,27,23,229.8,229.8,0
2017,8,28,0,223.56,223.56,0
2017,8,28,1,220.2,220.2,0
2017,8,28,2,219.12,219.12,0
2017,8,28,3,221.52,221.52,0
2017,8,28,4,217.32,217.32,0
2017,8,28,5,239.4,239.4,0
2017,8,28,6,247.2,247.2,0
2017,8,28,7,276.36,276.36,0
2017,8,28,8,341.16,341.16,0
2017,8,28,9,557.04,557.04,0
2017,8,28,10,565.8,565.8,0
2017,8,28,11,589.44,589.44,0
2017,8,28,12,512.28,512.28,0
2017,8,28,13,598.8,598.8,0
2017,8,28,14,572.4,572.4,0
2017,8,28,15,569.64,569.64,0
2017,8,28,16,551.64,551.64,0
2017,8,28,17,496.68,496.68,0
2017,8,28,18,332.76,332.76,0
2017,8,28,19,306.96,306.96,0
2017,8,28,20,265.92,265.92,0
2017,8,28,21,249.24,249.24,0
2017,8,28,22,234.24,234.24,0
2017,8,28,23,237.6,237.6,0
2017,8,29,0,237.72,237.72,0
2017,8,29,1,234.6,234.6,0
2017,8,29,2,230.16,230.16,0
2017,8,29,3,227.76,227.76,0
2017,8,29,4,218.28,218.28,0
2017,8,29,5,244.92,244.92,0
2017,8,29,6,250.44,250.44,0
2017,8,29,7,264.48,264.48,0
2017,8,29,8,291.84,291.84,0
2017,8,29,9,369,369,0
2017,8,29,10,447.48,447.48,0
2017,8,29,11,423.12,423.12,0
2017,8,29,12,388.92,388.92,0
2017,8,29,13,445.8,445.8,0
2017,8,29,14,494.76,494.76,0
2017,8,29,15,490.8,490.8,0
2017,8,29,16,466.68,466.68,0
2017,8,29,17,434.52,434.52,0
2017,8,29,18,332.28,332.28,0
2017,8,29,19,284.16,284.16,0
2017,8,29,20,252,252,0
2017,8,29,21,258.6,258.6,0
2017,8,29,22,216.72,216.72,0
2017,8,29,23,215.88,215.88,0
2017,8,30,0,214.92,214.92,0
2017,8,30,1,214.56,214.56,0
2017,8,30,2,209.88,209.88,0
2017,8,30,3,210.72,210.72,0
2017,8,30,4,205.32,205.32,0
2017,8,30,5,229.2,229.2,0
2017,8,30,6,229.44,229.44,0
2017,8,30,7,259.32,259.32,0
2017,8,30,8,288.36,288.36,0
2017,8,30,9,348.24,348.24,0
2017,8,30,10,347.4,347.4,0
2017,8,30,11,353.16,353.16,0
2017,8,30,12,323.64,323.64,0
2017,8,30,13,358.56,358.56,0
2017,8,30,14,355.32,355.32,0
2017,8,30,15,348.72,348.72,0
2017,8,30,16,334.8,334.8,0
2017,8,30,17,347.28,347.28,0
2017,8,30,18,300.84,300.84,0
2017,8,30,19,275.64,275.64,0
2017,8,30,20,240.24,240.24,0
2017,8,30,21,244.68,244.68,0
2017,8,30,22,222.48,222.48,0
2017,8,30,23,220.08,220.08,0
2017,8,31,0,218.64,218.64,0
2017,8,31,1,217.08,217.08,0
2017,8,31,2,214.56,214.56,0
2017,8,31,3,214.2,214.2,0
2017,8,31,4,211.2,211.2,0
2017,8,31,5,234,234,0
2017,8,31,6,235.68,235.68,0
2017,8,31,7,264.96,264.96,0
2017,8,31,8,290.52,290.52,0
2017,8,31,9,339.84,339.84,0
2017,8,31,10,331.92,331.92,0
2017,8,31,11,324.48,324.48,0
2017,8,31,12,330.84,330.84,0
2017,8,31,13,372.72,372.72,0
2017,8,31,14,394.32,394.32,0
2017,8,31,15,394.68,394.68,0
2017,8,31,16,376.44,376.44,0
2017,8,31,17,381.48,381.48,0
2017,8,31,18,311.64,311.64,0
